movieID|Name|IMDBid|Year|url|rtid|crating|cscore|arating|ascore|genre
935|The Band Wagon|0045537|1953|http://ia.media-imdb.com/images/M/MV5BMTcxODM0NzQxMF5BMl5BanBnXkFtZTcwNDUyODcyMQ@@._V1._SY314_CR29,0,214,314_.jpg|band_wagon|8.5|100|3.8|79|Comedy^Musical
936|Ninotchka|0031725|1939|http://ia.media-imdb.com/images/M/MV5BMTI5NDE1MjgwNF5BMl5BanBnXkFtZTcwODA2NDAzMQ@@._V1._SY314_CR24,0,214,314_.jpg|ninotchka|8.3|100|4.1|89|Comedy^Romance
937|Love in the Afternoon|0050658|1957|http://ia.media-imdb.com/images/M/MV5BMTI4MzQwMjk2Ml5BMl5BanBnXkFtZTcwOTQ4NzAyMQ@@._V1._SX214_CR0,0,214,314_.jpg|love_in_the_afternoon|7.1|100|3.8|80|Comedy^Romance
938|Gigi|0051658|1958|http://ia.media-imdb.com/images/M/MV5BMjEzMTI3NTcyNl5BMl5BanBnXkFtZTcwMzk1NzYyMQ@@._V1._SY314_CR2,0,214,314_.jpg|gigi|7.1|75|3.7|75|Musical
939|The Reluctant Debutante|0052126|1958|http://ia.media-imdb.com/images/M/MV5BMTI2MTk5MzU0OV5BMl5BanBnXkFtZTYwMjE0OTg5._V1._SX214_CR0,0,214,314_.jpg|reluctant_debutante|0|0|0|0|Comedy^Drama
940|The Adventures of Robin Hood|0029843|1938|http://ia.media-imdb.com/images/M/MV5BMTUxMzE0MjI0MF5BMl5BanBnXkFtZTcwMTQ1OTM2MQ@@._V1._SX214_CR0,0,214,314_.jpg|1000355-adventures_of_robin_hood|8.9|100|3.7|84|Action^Adventure^Romance
941|The Mask of Zorro|0120746|1998|http://ia.media-imdb.com/images/M/MV5BNjI3NzI2MjY2MF5BMl5BanBnXkFtZTYwMDM5ODU5._V1._SY314_CR6,0,214,314_.jpg|mask_of_zorro|7.1|76|3.3|70|Adventure
942|Laura|0037008|1944|http://ia.media-imdb.com/images/M/MV5BMTU5MjQwMzk1NF5BMl5BanBnXkFtZTcwOTA5NDgyMw@@._V1._SX214_CR0,0,214,314_.jpg|1012007-laura|8.6|100|0|0|Crime^Film-Noir^Mystery
943|The Ghost and Mrs. Muir|0039420|1947|http://ia.media-imdb.com/images/M/MV5BMjEwMTYxNzUwNl5BMl5BanBnXkFtZTYwNzQ3NTk5._V1._SY314_CR3,0,214,314_.jpg|ghost_and_mrs_muir|8.2|0|0|0|Drama^Fantasy^Romance
944|Lost Horizon|0029162|1937|http://ia.media-imdb.com/images/M/MV5BMTA4NTI2OTMxMzVeQTJeQWpwZ15BbWU3MDE3NzEzMjE@._V1._SY314_CR5,0,214,314_.jpg|lost_horizon|7.6|0|0|0|Drama
945|Top Hat|0027125|1935|http://ia.media-imdb.com/images/M/MV5BMjE0NDQ5MjE4NV5BMl5BanBnXkFtZTcwNzI5ODkyMQ@@._V1._SY314_CR23,0,214,314_.jpg|top_hat|8.6|100|4|89|Comedy^Musical^Romance
946|To Be or Not to Be|0035446|1942|http://ia.media-imdb.com/images/M/MV5BMjE2MTA2MTYzN15BMl5BanBnXkFtZTcwNTI3NjcyMQ@@._V1._SY314_CR25,0,214,314_.jpg|1021557-to_be_or_not_to_be|8.7|80|4.2|92|Comedy^Drama^War
947|My Man Godfrey|0028010|1936|http://ia.media-imdb.com/images/M/MV5BMjE4NjYyNDM1N15BMl5BanBnXkFtZTcwNzA5ODU0MQ@@._V1._SY314_CR4,0,214,314_.jpg|1014536-my_man_godfrey|8.4|100|4.1|90|Comedy
948|Giant|0049261|1956|http://ia.media-imdb.com/images/M/MV5BMjI3NTk4MjU0Ml5BMl5BanBnXkFtZTcwOTIxMjQ5Mw@@._V1._SX214_CR0,0,214,314_.jpg|giant|7.7|100|3.9|86|Drama
949|East of Eden|0048028|1955|http://ia.media-imdb.com/images/M/MV5BMTMxNDk5ODExNF5BMl5BanBnXkFtZTcwMzQ5NDgyMQ@@._V1._SY314_CR25,0,214,314_.jpg|1006416-east_of_eden|8.2|66|4|90|Drama
950|The Thin Man|0025878|1934|http://ia.media-imdb.com/images/M/MV5BMTYwOTY2ODI1OF5BMl5BanBnXkFtZTcwMTY2MTMyMQ@@._V1._SY314_CR1,0,214,314_.jpg|thin_man|8.5|100|4.2|93|Comedy^Mystery
951|His Girl Friday|0032599|1940|http://ia.media-imdb.com/images/M/MV5BMTI3ODM3MDkzNl5BMl5BanBnXkFtZTcwMzgwNDUyMQ@@._V1._SX214_CR0,0,214,314_.jpg|his_girl_friday|8.6|100|0|0|Comedy^Romance
952|Around the World in 80 Days|0327437|2004|http://ia.media-imdb.com/images/M/MV5BMTIzNDgyNTc3M15BMl5BanBnXkFtZTcwMTc5OTYyMQ@@._V1._SY314_CR3,0,214,314_.jpg|around_the_world_in_80_days|4.8|27|2.7|45|Adventure^Comedy
953|It's a Wonderful Life|0038650|1946|http://ia.media-imdb.com/images/M/MV5BOTc2NDM1MTU1Nl5BMl5BanBnXkFtZTcwMDQ1NDE3Mw@@._V1._SY314_CR2,0,214,314_.jpg|1010792-its_a_wonderful_life|8.7|100|4|94|Drama^Fantasy^Romance
954|Mr. Smith Goes to Washington|0031679|1939|http://ia.media-imdb.com/images/M/MV5BMTk4OTk2ODI5M15BMl5BanBnXkFtZTcwMzAyMTEzMQ@@._V1._SY314_CR6,0,214,314_.jpg|can-mr-smith-get-to-washington-anymore|7.4|85|3.6|66|Drama
955|Bringing Up Baby|0029947|1938|http://ia.media-imdb.com/images/M/MV5BMTk2MjI1NDg0MV5BMl5BanBnXkFtZTcwNjY1NzQ5Mw@@._V1._SX214_CR0,0,214,314_.jpg|bringing_up_baby|8.4|75|4|90|Comedy
956|Penny Serenade|0034012|1941|http://ia.media-imdb.com/images/M/MV5BMTA3MDI0MTc2NzReQTJeQWpwZ15BbWU3MDk5MjM1NTE@._V1._SY314_CR50,0,214,314_.jpg|penny_serenade|7.4|100|3.7|74|Drama^Romance
957|The Scarlet Letter|0114345|1995|http://ia.media-imdb.com/images/M/MV5BMTk4MTg0NzMxMV5BMl5BanBnXkFtZTcwMDc4ODUyMQ@@._V1._SX214_CR0,0,214,314_.jpg|1066120-scarlet_letter|3|9|2.9|48|Drama
958|Lady of Burlesque|0036094|1943|http://ia.media-imdb.com/images/M/MV5BMjE3NjUzNjkyMV5BMl5BanBnXkFtZTcwOTAxODUyMQ@@._V1._SY314_CR2,0,214,314_.jpg|lady_of_burlesque|5.5|66|3.2|52|Comedy^Mystery
959|Of Human Bondage|0025586|1934||1015393-of_human_bondage|6.9|0|0|0|Drama
960|Angel on My Shoulder|0038300|1946|http://ia.media-imdb.com/images/M/MV5BMTQ2ODMzMTEzMl5BMl5BanBnXkFtZTcwNjI1ODYyMQ@@._V1._SY314_CR15,0,214,314_.jpg|angel_on_my_shoulder|0|0|0|0|Crime^Drama
961|Little Lord Fauntleroy|0027893|1936|http://ia.media-imdb.com/images/M/MV5BNTQ5ODg0MTM1Ml5BMl5BanBnXkFtZTcwMjMxMDAyMQ@@._V1._SY314_CR1,0,214,314_.jpg|1012439-little_lord_fauntleroy|7|0|0|0|Drama
963|The Inspector General|0041509|1949|http://ia.media-imdb.com/images/M/MV5BMzAzMDM2OTMxMl5BMl5BanBnXkFtZTcwNjQ3NDgyMQ@@._V1._SY314_CR3,0,214,314_.jpg|inspector_general|6.8|0|0|0|Musical
964|Angel and the Badman|0039152|1947|http://ia.media-imdb.com/images/M/MV5BMTcyMTAyNDc3N15BMl5BanBnXkFtZTcwNTQ5MDEzMQ@@._V1._SY314_CR2,0,214,314_.jpg|1000957-angel_and_the_badman|6.5|0|0|0|Romance^Western
965|The 39 Steps|0026029|1935|http://ia.media-imdb.com/images/M/MV5BOTY2NjgwMzYyM15BMl5BanBnXkFtZTYwNDU4ODQ5._V1._SY314_CR9,0,214,314_.jpg|1000121-39_steps|8.8|100|3.8|84|Drama^Mystery^Thriller
966|A Walk in the Sun|0038235|1945|http://ia.media-imdb.com/images/M/MV5BMzM3MjU2Njk4NF5BMl5BanBnXkFtZTcwNDc5MzcyMQ@@._V1._SY314_CR3,0,214,314_.jpg|soldier-world-wide-entertainment|0|0|0|0|War
967|Outlaw|0758771|2007|http://ia.media-imdb.com/images/M/MV5BMTI1ODA1OTI1MF5BMl5BanBnXkFtZTcwMTE5NTU0MQ@@._V1._SY314_CR102,0,214,314_.jpg|common_denominators|0|0|0|0|Western
968|Night of the Living Dead|0063350|1968|http://ia.media-imdb.com/images/M/MV5BMjE1OTI5MDE4NF5BMl5BanBnXkFtZTYwMDI4Njk4._V1._SX214_CR0,0,214,314_.jpg|1015052-night_of_the_living_dead|8.5|80|3.7|85|Horror^Sci-Fi^Thriller
969|The African Queen|0043265|1951|http://ia.media-imdb.com/images/M/MV5BNDE2ODk0NDU5NV5BMl5BanBnXkFtZTcwNjk2OTU0MQ@@._V1._SY314_CR3,0,214,314_.jpg|african_queen|8.7|100|3.8|87|Adventure^Comedy^Romance^War
970|Beat the Devil|0046414|1953|http://ia.media-imdb.com/images/M/MV5BMTQwMTc4MjEzOF5BMl5BanBnXkFtZTcwMDg0NjYwMw@@._V1._SX214_CR0,0,214,314_.jpg|beat_the_devil|6.6|50|3.3|55|Adventure^Comedy^Crime^Drama^Romance
971|Cat on a Hot Tin Roof|0051459|1958|http://ia.media-imdb.com/images/M/MV5BMTY2NDQxNzA5OV5BMl5BanBnXkFtZTcwMjgyNzIzMQ@@._V1._SY314_CR21,0,214,314_.jpg|1003755-cat_on_a_hot_tin_roof|7.8|100|3.9|91|Drama
972|The Last Time I Saw Paris|0047162|1954|http://ia.media-imdb.com/images/M/MV5BMjE0OTM2MTM2OV5BMl5BanBnXkFtZTcwNzAxMTgyMQ@@._V1._SY314_CR4,0,214,314_.jpg|last_time_i_saw_paris|6.3|50|3.1|44|Drama
973|Meet John Doe|0033891|1941|http://ia.media-imdb.com/images/M/MV5BMTQ2MjEyOTUyNl5BMl5BanBnXkFtZTcwNzkzODUyMQ@@._V1._SX200_SY279_.jpg|meet_john_doe|7.2|0|0|0|Comedy^Drama
974|La battaglia di Algeri|0058946|1966|http://ia.media-imdb.com/images/M/MV5BMTIzMjI1OTQxNV5BMl5BanBnXkFtZTcwMzc3NTYyMQ@@._V1._SY314_CR16,0,214,314_.jpg|battle_of_algiers|9|100|4.4|95|Drama^Romance
976|A Farewell to Arms|0022879|1932|http://ia.media-imdb.com/images/M/MV5BMTI4OTI1NjMyN15BMl5BanBnXkFtZTcwNjU2MzcyMQ@@._V1._SX1_SY1_.jpg|farewell_to_arms|7.6|0|0|0|Romance^War
980|Huang jia shi jie|0093229|1985|http://ia.media-imdb.com/images/M/MV5BMTgxNzU4NzUwNl5BMl5BanBnXkFtZTcwNTkyOTcxMQ@@._V1._SY314_CR9,0,214,314_.jpg|yes_madam|0|0|0|0|Action
981|On Dangerous Ground|0043879|1952|http://ia.media-imdb.com/images/M/MV5BMjA2MzExOTcwNl5BMl5BanBnXkFtZTcwMzk0NDQzMQ@@._V1._SY314_CR4,0,214,314_.jpg|1015525-on_dangerous_ground|8.3|100|3.8|75|Drama
982|Picnic|0048491|1955|http://ia.media-imdb.com/images/M/MV5BMjI0MjE0NDU5OF5BMl5BanBnXkFtZTYwNzg5ODg5._V1._SX203_SY144_.jpg|picnic|6.5|0|3.5|64|Drama
983|Madagascar Skin|0113730|1995|http://ia.media-imdb.com/images/M/MV5BMTgxMTY4ODI4NF5BMl5BanBnXkFtZTYwNTAxNDI5._V1._SX214_CR0,0,214,314_.jpg|madagascar_skin|0|0|3.5|58|Romance
984|The Pompatus of Love|0117357|1995|http://ia.media-imdb.com/images/M/MV5BMTg4MTAzOTA0NF5BMl5BanBnXkFtZTcwMzY3MDAyMQ@@._V1._SY314_CR3,0,214,314_.jpg|pompatus_of_love|3.8|50|2.9|31|Comedy^Drama
985|"Small Wonder"|0088610|1985|http://ia.media-imdb.com/images/M/MV5BNzU5MDA0MTYzNF5BMl5BanBnXkFtZTcwMTQ4MzkxMQ@@._V1._SX77_SY140_.jpg||\N|\N|\N|\N|Documentary
986|Fly Away Home|0116329|1996|http://ia.media-imdb.com/images/M/MV5BMTIxNjkwNTgwOF5BMl5BanBnXkFtZTcwMjgwNDkxMQ@@._V1._SY314_CR4,0,214,314_.jpg|fly_away_home|7.1|100|3|63|Adventure^Children
987|Bliss|0118742|1997|http://ia.media-imdb.com/images/M/MV5BMjA2NTgzNTY2Ml5BMl5BanBnXkFtZTcwMTc0MDgxMQ@@._V1._SY314_CR1,0,214,314_.jpg|1078165-bliss|5.8|25|3.4|58|Drama^Romance
988|Grace of My Heart|0116442|1996|http://ia.media-imdb.com/images/M/MV5BNDU1MjMyNDc3OV5BMl5BanBnXkFtZTcwMDE2NDAyMQ@@._V1._SX97_SY140_.jpg|grace_of_my_heart|6.7|0|3.6|71|Comedy^Drama
989|Schlafes Bruder|0114354|1995|http://ia.media-imdb.com/images/M/MV5BMTQ5OTg5NTY4M15BMl5BanBnXkFtZTcwODA0MDUxMQ@@._V1._SX214_CR0,0,214,314_.jpg|brother_of_sleep|6.6|100|4.1|84|Drama
990|Maximum Risk|0117011|1996|http://ia.media-imdb.com/images/M/MV5BMTcwNTIyMjI0M15BMl5BanBnXkFtZTcwMDE5NjkxMQ@@._V1._SY314_CR3,0,214,314_.jpg|maximum_risk|4.3|30|2.8|38|Action^Adventure^Thriller
991|Michael Collins|0117039|1996|http://ia.media-imdb.com/images/M/MV5BMjE4MDE0MjEzMl5BMl5BanBnXkFtZTcwNjc1MzkxMQ@@._V1._SY314_CR8,0,214,314_.jpg|michael_collins|6.8|77|3.6|79|Drama
992|The Rich Man's Wife|0117473|1996|http://ia.media-imdb.com/images/M/MV5BMTU0NDc3MTIzNF5BMl5BanBnXkFtZTcwMDA2NTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg|rich_mans_wife|4.1|0|3|49|Thriller
993|Infinity|0116635|1996|http://ia.media-imdb.com/images/M/MV5BMTQwNDQzMDI0Nl5BMl5BanBnXkFtZTcwMzc1OTIyMQ@@._V1._SY314_CR0,0,214,314_.jpg|1072683-infinity|6.2|50|3.1|38|Drama
994|Big Night|0115678|1996|http://ia.media-imdb.com/images/M/MV5BMTUzMjAzMjMyMl5BMl5BanBnXkFtZTcwNTUzNDIyMQ@@._V1._SX214_CR0,0,214,314_.jpg|big_night|8|100|3.9|84|Comedy^Drama
996|Last Man Standing|0116830|1996|http://ia.media-imdb.com/images/M/MV5BMTIyOTE2ODQ2OF5BMl5BanBnXkFtZTYwMjY4Mjg5._V1._SX214_CR0,0,214,314_.jpg|1073075-last_man_standing|5.1|16|3.1|56|Action^Crime^Drama^Thriller
997|Caught|0115847|1996|http://ia.media-imdb.com/images/M/MV5BMTY2ODQ0MDg1Ml5BMl5BanBnXkFtZTcwODAxMTkxMQ@@._V1._SY314_CR0,0,214,314_.jpg|1074539-caught|6.3|66|3.2|58|Drama^Thriller
998|Set It Off|0117603|1996|http://ia.media-imdb.com/images/M/MV5BMjA2MzUxODQ0Nl5BMl5BanBnXkFtZTcwNTQyNzEyMQ@@._V1._SY314_CR6,0,214,314_.jpg|set_it_off|6|83|3.6|86|Action^Crime
999|2 Days in the Valley|0115438|1996|http://ia.media-imdb.com/images/M/MV5BMTI1ODM4NzQ1NV5BMl5BanBnXkFtZTcwNDQyMDU1MQ@@._V1._SY314_CR4,0,214,314_.jpg|2_days_in_the_valley|6.1|72|3|48|Crime^Film-Noir
1000|Curdled|0115994|1996|http://ia.media-imdb.com/images/M/MV5BMTg2MzE2NjUzN15BMl5BanBnXkFtZTcwMTEwMDQ0MQ@@._V1._SY314_CR3,0,214,314_.jpg|curdled|4.3|0|3.4|62|Crime
1001|The Associate|0115580|1996|http://ia.media-imdb.com/images/M/MV5BMTczNDYyNjUyOV5BMl5BanBnXkFtZTcwNDc3MTAyMQ@@._V1._SY314_CR3,0,214,314_.jpg|1073315-associate|5.1|42|2.9|52|Comedy
1002|Ed's Next Move|0116167|1996|http://ia.media-imdb.com/images/M/MV5BMTY1NTQ3NDcyMl5BMl5BanBnXkFtZTcwMTkzMjMzMQ@@._V1._SX214_CR0,0,214,314_.jpg|eds_next_move|6.3|100|3.2|75|Comedy
1003|Extreme Measures|0116259|1996|http://ia.media-imdb.com/images/M/MV5BMTIyMzI3MDU0NF5BMl5BanBnXkFtZTcwNTYyMjAwMQ@@._V1._SY296_CR1,0,214,296_.jpg|extreme_measures|6|33|2.9|37|Drama^Thriller
1004|The Glimmer Man|0116421|1996|http://ia.media-imdb.com/images/M/MV5BMTYzMDY2Mzg4MF5BMl5BanBnXkFtZTcwNzAyMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg|glimmer_man|3.4|0|2.7|48|Action^Thriller
1005|D3: The Mighty Ducks|0116000|1996|http://ia.media-imdb.com/images/M/MV5BMTM2Njg5MDg4MF5BMl5BanBnXkFtZTcwNjk0MDcyMQ@@._V1._SY314_CR8,0,214,314_.jpg|d3_the_mighty_ducks|3.7|0|2.8|50|Children^Comedy
1006|The Chamber|0115862|1996|http://ia.media-imdb.com/images/M/MV5BMTUxMDAyMDM3NV5BMl5BanBnXkFtZTYwOTU4Mjg5._V1._SX214_CR0,0,214,314_.jpg|chamber|4.5|0|3|43|Drama
1007|The Apple Dumpling Gang|0072653|1975|http://ia.media-imdb.com/images/M/MV5BMTI0MDIxNTk3M15BMl5BanBnXkFtZTcwMzA4NDAyMQ@@._V1._SX214_CR0,0,214,314_.jpg|apple_dumpling_gang|6|0|3.2|60|Children^Comedy^Western
1008|Davy Crockett, King of the Wild Frontier|0047977|1955|http://ia.media-imdb.com/images/M/MV5BMTI0ODU1MzcwNl5BMl5BanBnXkFtZTcwNjU4MTIyMQ@@._V1._SX214_CR0,0,214,314_.jpg|davy_crockett_king_of_the_wild_frontier|0|0|0|0|Adventure^Western
1009|Escape to Witch Mountain|0072951|1975|http://ia.media-imdb.com/images/M/MV5BMTgzOTQ4NTk2OV5BMl5BanBnXkFtZTcwMjMwNDAwMQ@@._V1._SY314_CR2,0,214,314_.jpg|escape_to_witch_mountain|6|66|3.1|60|Adventure^Children^Fantasy
1010|The Love Bug|0064603|1968|http://ia.media-imdb.com/images/M/MV5BMTMxOTgxMzI1OV5BMl5BanBnXkFtZTcwOTcwMDAwMQ@@._V1._SY314_CR1,0,214,314_.jpg|1012813-love_bug|5.7|25|3.1|63|Children^Comedy
1011|Herbie Rides Again|0071607|1974|http://ia.media-imdb.com/images/M/MV5BMTc1NzU2MjU2Ml5BMl5BanBnXkFtZTcwNDM5MzUyMQ@@._V1._SY314_CR2,0,214,314_.jpg|herbie_rides_again|0|0|0|0|Adventure^Children^Comedy
1012|Old Yeller|0050798|1957|http://ia.media-imdb.com/images/M/MV5BMTI2MTcwNjAwNF5BMl5BanBnXkFtZTcwMTYzODAzMQ@@._V1._SY314_CR3,0,214,314_.jpg|old_yeller|7.7|100|3.3|73|Children^Drama
1013|The Parent Trap|0120783|1998|http://ia.media-imdb.com/images/M/MV5BMTgwOTY0NTA3NV5BMl5BanBnXkFtZTcwMTQ2ODgyMQ@@._V1._SY314_CR3,0,214,314_.jpg|1083414-parent_trap|7|57|3.1|67|Children^Comedy^Romance
1014|Pollyanna|0054195|1960|http://ia.media-imdb.com/images/M/MV5BMTIzNjcyNzY2MF5BMl5BanBnXkFtZTcwMjc5ODUyMQ@@._V1._SX214_CR0,0,214,314_.jpg|1016512-pollyanna|7.4|100|3.3|71|Children^Comedy^Drama
1015|Homeward Bound: The Incredible Journey|0107131|1993|http://ia.media-imdb.com/images/M/MV5BMTM3NDEyMzU5N15BMl5BanBnXkFtZTcwODA2MzQyMQ@@._V1._SY314_CR5,0,214,314_.jpg|homeward_bound_the_incredible_journey|6.5|87|3.2|66|Adventure^Children^Drama
1016|The Shaggy Dog|0393735|2006|http://ia.media-imdb.com/images/M/MV5BMTY0NzM0OTE1N15BMl5BanBnXkFtZTcwMjQ0NjIzMQ@@._V1._SX214_CR0,0,214,314_.jpg|shaggy_dog|4.4|34|2.9|50|Children^Comedy
1017|Swiss Family Robinson|0054357|1960|http://ia.media-imdb.com/images/M/MV5BMTI3MjY5NzcwNF5BMl5BanBnXkFtZTYwNTg2MDY5._V1._SX214_CR0,0,214,314_.jpg|1020736-swiss_family_robinson|6.7|50|3.3|71|Adventure^Children
1018|That Darn Cat|0120317|1997|http://ia.media-imdb.com/images/M/MV5BMTc5MDc0ODUxN15BMl5BanBnXkFtZTcwNzE4MTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg|1075251-that_darn_cat|3.8|0|2.5|30|Children^Comedy^Mystery
1019|20000 Leagues Under the Sea|0046672|1954|http://ia.media-imdb.com/images/M/MV5BMTIxOTAyNzA3MF5BMl5BanBnXkFtZTcwMjgzMTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg|1000079-20000_leagues_under_the_sea|7.7|100|3.2|57|Adventure^Children^Fantasy^Sci-Fi
1020|Cool Runnings|0106611|1993|http://ia.media-imdb.com/images/M/MV5BMTQ5MjQ1MTEzOF5BMl5BanBnXkFtZTcwMjIyNjgxMQ@@._V1._SY314_CR1,0,214,314_.jpg|1046227-cool_runnings|6|66|3.4|77|Comedy
1021|Angels in the Outfield|0043286|1951|http://ia.media-imdb.com/images/M/MV5BODcwOTY3MzMxMl5BMl5BanBnXkFtZTcwMjE0MjMzMQ@@._V1._SY314_CR94,0,214,314_.jpg|1048301-angels_in_the_outfield|0|0|0|0|Children^Comedy
1022|Cinderella|0042332|1950|http://ia.media-imdb.com/images/M/MV5BOTQxMDk1OTEyNl5BMl5BanBnXkFtZTYwNjQ0MTA5._V1._SX214_CR0,0,214,314_.jpg|1004186-cinderella|7.3|100|3.5|76|Animation^Children^Fantasy^Musical^Romance
1023|Winnie the Pooh and the Blustery Day|0063819|1968|http://ia.media-imdb.com/images/M/MV5BMjA5MDQ3MjkxOV5BMl5BanBnXkFtZTYwOTc1MTk5._V1._SX150_SY222_.jpg||\N|\N|\N|\N|Animation^Children^Musical
1024|The Three Caballeros|0038166|1944|http://ia.media-imdb.com/images/M/MV5BMTI0MjU1NDI5OF5BMl5BanBnXkFtZTcwNjMyOTgxMQ@@._V1._SY314_CR8,0,214,314_.jpg|the-three-caballeros|6.8|75|3.3|62|Animation^Children^Musical
1025|The Sword in the Stone|0057546|1963|http://ia.media-imdb.com/images/M/MV5BMTc2ODQ4MjQ0OV5BMl5BanBnXkFtZTcwMTg4NTIyMQ@@._V1._SY314_CR3,0,214,314_.jpg|sword_in_the_stone|6|66|3.3|68|Animation^Children^Fantasy^Musical
1026|So Dear to My Heart|0041890|1948|http://ia.media-imdb.com/images/M/MV5BMTI1NTAyNDg5NF5BMl5BanBnXkFtZTcwNTc2ODcxMQ@@._V1._SY314_CR8,0,214,314_.jpg|so_dear_to_my_heart|0|0|0|0|Children^Drama
1027|Robin Hood: Prince of Thieves|0102798|1991|http://ia.media-imdb.com/images/M/MV5BMTI2NzY5Mjk4OV5BMl5BanBnXkFtZTYwODExOTk5._V1._SY314_CR10,0,214,314_.jpg|robin_hood_prince_of_thieves|5.2|50|3.4|72|Adventure^Drama
1028|Mary Poppins|0058331|1964|http://ia.media-imdb.com/images/M/MV5BMTQxNzgyODQwOF5BMl5BanBnXkFtZTcwNDUwMzE2MQ@@._V1._SY314_CR50,0,214,314_.jpg|mary_poppins|8.2|100|3.5|79|Children^Comedy^Fantasy^Musical
1029|Dumbo|0033563|1941|http://ia.media-imdb.com/images/M/MV5BMTM1ODEwNjg2MF5BMl5BanBnXkFtZTcwNzgxODIzMQ@@._V1._SY314_CR5,0,214,314_.jpg|dumbo|8.4|100|3.3|65|Animation^Children^Drama^Musical
1030|Pete's Dragon|0076538|1977|http://ia.media-imdb.com/images/M/MV5BOTQ3ODEyNTk2M15BMl5BanBnXkFtZTcwMjY2MzQyMQ@@._V1._SY314_CR4,0,214,314_.jpg|petes_dragon|4.6|100|3.1|59|Adventure^Animation^Children^Musical
1031|Bedknobs and Broomsticks|0066817|1971|http://ia.media-imdb.com/images/M/MV5BMjExMzM5MjU0OF5BMl5BanBnXkFtZTcwMzU3OTgxMQ@@._V1._SY314_CR1,0,214,314_.jpg|bedknobs_and_broomsticks|6|20|3.3|67|Adventure^Children^Musical
1032|Alice in Wonderland|0043274|1951|http://ia.media-imdb.com/images/M/MV5BMzc4NzE1NjUxNV5BMl5BanBnXkFtZTcwNzc2NDQyMQ@@._V1._SY314_CR3,0,214,314_.jpg|1029112-alice_in_wonderland|6.5|66|3.3|70|Adventure^Animation^Children^Musical
1033|The Fox and the Hound|0082406|1981|http://ia.media-imdb.com/images/M/MV5BMTQ3Njc0MjU4NF5BMl5BanBnXkFtZTcwMzcxMzUzMQ@@._V1._SY314_CR5,0,214,314_.jpg|fox_and_the_hound|6.6|100|3.4|77|Animation^Children^Drama
1034|Freeway|0116361|1996|http://ia.media-imdb.com/images/M/MV5BMTQ1MTEzMDU0N15BMl5BanBnXkFtZTcwNDI2MTc0MQ@@._V1._SY314_CR3,0,214,314_.jpg|1072957-freeway|6.4|75|3.4|73|Comedy^Crime^Drama^Thriller
1035|The Sound of Music|0059742|1965|http://ia.media-imdb.com/images/M/MV5BMTY0MzA3MDk2M15BMl5BanBnXkFtZTcwODg4MzEzMQ@@._V1._SY314_CR4,0,214,314_.jpg|sound_of_music|7.7|40|3.6|86|Musical^Romance
1036|Die Hard|0095016|1988|http://ia.media-imdb.com/images/M/MV5BMTIxNTY3NjM0OV5BMl5BanBnXkFtZTcwNzg5MzY0MQ@@._V1._SY314_CR9,0,214,314_.jpg|die_hard|8.1|66|3.9|91|Action^Crime^Thriller
1037|The Lawnmower Man|0104692|1992|http://ia.media-imdb.com/images/M/MV5BMTIyNTYwMDc1MF5BMl5BanBnXkFtZTcwNzc1MTQyMQ@@._V1._SY288_CR1,0,214,288_.jpg|lawnmower_man|4.9|0|0|0|Action^Horror^Sci-Fi^Thriller
1038|Unhook the Stars|0118044|1996|http://ia.media-imdb.com/images/M/MV5BMTM5NjgxMDQwN15BMl5BanBnXkFtZTcwODk1NTgxMQ@@._V1._SY314_CR1,0,214,314_.jpg|unhook_the_stars|6.6|83|3.2|49|Drama
1039|Synthetic Pleasures|0114597|1995|http://ia.media-imdb.com/images/M/MV5BNTE0ODI2OTAzMF5BMl5BanBnXkFtZTcwMTk2OTIyMQ@@._V1._SX214_CR0,0,214,314_.jpg|synthetic_pleasures|5.4|0|0|0|Documentary
1040|Secret Agent|0028231|1936|http://ia.media-imdb.com/images/M/MV5BMTgwMTYzMzc2NF5BMl5BanBnXkFtZTcwNDEwOTAyMQ@@._V1._SY314_CR3,0,214,314_.jpg|1018483-secret_agent|7.6|0|0|0|Drama
1041|Secrets & Lies|0117589|1996|http://ia.media-imdb.com/images/M/MV5BMTc1NDI1MjY3N15BMl5BanBnXkFtZTcwMDAzOTcyMQ@@._V1._SY314_CR5,0,214,314_.jpg|secrets_and_lies|8.6|100|4.1|90|Drama
1042|That Thing You Do!|0117887|1996|http://ia.media-imdb.com/images/M/MV5BMTczMzM2MTM0NF5BMl5BanBnXkFtZTcwMTIwMDQ0MQ@@._V1._SY314_CR8,0,214,314_.jpg|that_thing_you_do|7.1|94|3.2|69|Comedy^Drama
1043|To Gillian on Her 37th Birthday|0117924|1996|http://ia.media-imdb.com/images/M/MV5BMjE3MDQ1ODMwMV5BMl5BanBnXkFtZTcwNTM2ODYxMQ@@._V1._SY314_CR1,0,214,314_.jpg|to_gillian_on_her_37th_birthday|4.7|0|2.9|43|Drama^Romance
